Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_PlateType
source_13,20220914_Run1,CP-CC9-R1-07,CRISPR
source_13,20220914_Run1,CP-CC9-R1-08,CRISPR
source_13,20220914_Run1,CP-CC9-R1-09,CRISPR
source_13,20220914_Run1,CP-CC9-R1-10,CRISPR
source_13,20220914_Run1,CP-CC9-R1-11,CRISPR
source_13,20220914_Run1,CP-CC9-R1-12,CRISPR
source_13,20220914_Run1,CP-CC9-R1-13,CRISPR
source_13,20220914_Run1,CP-CC9-R1-14,CRISPR
source_13,20220914_Run1,CP-CC9-R1-15,CRISPR
source_13,20220914_Run1,CP-CC9-R1-16,CRISPR
source_13,20220914_Run1,CP-CC9-R1-17,CRISPR
source_13,20220914_Run1,CP-CC9-R1-18,CRISPR
source_13,20220914_Run1,CP-CC9-R1-19,CRISPR
source_13,20220914_Run1,CP-CC9-R1-20,CRISPR
source_13,20220914_Run1,CP-CC9-R1-21,CRISPR
source_13,20220914_Run1,CP-CC9-R1-22,CRISPR
source_13,20220914_Run1,CP-CC9-R1-23,CRISPR
source_13,20220914_Run1,CP-CC9-R1-24,CRISPR
source_13,20220914_Run1,CP-CC9-R1-25,CRISPR
source_13,20220914_Run1,CP-CC9-R1-26,CRISPR
source_13,20220914_Run1,CP-CC9-R1-27,CRISPR
source_13,20220914_Run1,CP-CC9-R1-28,CRISPR
source_13,20220914_Run1,CP-CC9-R1-29,TARGET2
source_13,20221009_Run2,CP-CC9-R2-01,CRISPR
source_13,20221009_Run2,CP-CC9-R2-02,CRISPR
source_13,20221009_Run2,CP-CC9-R2-03,CRISPR
source_13,20221009_Run2,CP-CC9-R2-04,CRISPR
source_13,20221009_Run2,CP-CC9-R2-05,CRISPR
source_13,20221009_Run2,CP-CC9-R2-06,CRISPR
source_13,20221009_Run2,CP-CC9-R2-07,CRISPR
source_13,20221009_Run2,CP-CC9-R2-08,CRISPR
source_13,20221009_Run2,CP-CC9-R2-09,CRISPR
source_13,20221009_Run2,CP-CC9-R2-10,CRISPR
source_13,20221009_Run2,CP-CC9-R2-11,CRISPR
source_13,20221009_Run2,CP-CC9-R2-12,CRISPR
source_13,20221009_Run2,CP-CC9-R2-13,CRISPR
source_13,20221009_Run2,CP-CC9-R2-14,CRISPR
source_13,20221009_Run2,CP-CC9-R2-15,CRISPR
source_13,20221009_Run2,CP-CC9-R2-16,CRISPR
source_13,20221009_Run2,CP-CC9-R2-17,CRISPR
source_13,20221009_Run2,CP-CC9-R2-18,CRISPR
source_13,20221009_Run2,CP-CC9-R2-19,CRISPR
source_13,20221009_Run2,CP-CC9-R2-20,CRISPR
source_13,20221009_Run2,CP-CC9-R2-21,CRISPR
source_13,20221009_Run2,CP-CC9-R2-22,CRISPR
source_13,20221009_Run2,CP-CC9-R2-23,CRISPR
source_13,20221009_Run2,CP-CC9-R2-24,CRISPR
source_13,20221009_Run2,CP-CC9-R2-25,CRISPR
source_13,20221009_Run2,CP-CC9-R2-26,CRISPR
source_13,20221009_Run2,CP-CC9-R2-27,CRISPR
source_13,20221009_Run2,CP-CC9-R2-28,CRISPR
source_13,20221009_Run2,CP-CC9-R2-29,TARGET2
source_13,20221017_Run3,CP-CC9-R3-01,CRISPR
source_13,20221017_Run3,CP-CC9-R3-02,CRISPR
source_13,20221017_Run3,CP-CC9-R3-03,CRISPR
source_13,20221017_Run3,CP-CC9-R3-04,CRISPR
source_13,20221017_Run3,CP-CC9-R3-05,CRISPR
source_13,20221017_Run3,CP-CC9-R3-06,CRISPR
source_13,20221017_Run3,CP-CC9-R3-07,CRISPR
source_13,20221017_Run3,CP-CC9-R3-08,CRISPR
source_13,20221017_Run3,CP-CC9-R3-09,CRISPR
source_13,20221017_Run3,CP-CC9-R3-10,CRISPR
source_13,20221017_Run3,CP-CC9-R3-11,CRISPR
source_13,20221017_Run3,CP-CC9-R3-12,CRISPR
source_13,20221017_Run3,CP-CC9-R3-13,CRISPR
source_13,20221017_Run3,CP-CC9-R3-14,CRISPR
source_13,20221017_Run3,CP-CC9-R3-15,CRISPR
source_13,20221017_Run3,CP-CC9-R3-16,CRISPR
source_13,20221017_Run3,CP-CC9-R3-17,CRISPR
source_13,20221017_Run3,CP-CC9-R3-18,CRISPR
source_13,20221017_Run3,CP-CC9-R3-19,CRISPR
source_13,20221017_Run3,CP-CC9-R3-20,CRISPR
source_13,20221017_Run3,CP-CC9-R3-21,CRISPR
source_13,20221017_Run3,CP-CC9-R3-22,CRISPR
source_13,20221017_Run3,CP-CC9-R3-23,CRISPR
source_13,20221017_Run3,CP-CC9-R3-24,CRISPR
source_13,20221017_Run3,CP-CC9-R3-25,CRISPR
source_13,20221017_Run3,CP-CC9-R3-26,CRISPR
source_13,20221017_Run3,CP-CC9-R3-27,CRISPR
source_13,20221017_Run3,CP-CC9-R3-28,CRISPR
source_13,20221017_Run3,CP-CC9-R3-29,TARGET2
source_13,20221024_Run4,CP-CC9-R4-03,CRISPR
source_13,20221024_Run4,CP-CC9-R4-04,CRISPR
source_13,20221024_Run4,CP-CC9-R4-05,CRISPR
source_13,20221024_Run4,CP-CC9-R4-06,CRISPR
source_13,20221024_Run4,CP-CC9-R4-07,CRISPR
source_13,20221024_Run4,CP-CC9-R4-08,CRISPR
source_13,20221024_Run4,CP-CC9-R4-09,CRISPR
source_13,20221024_Run4,CP-CC9-R4-10,CRISPR
source_13,20221024_Run4,CP-CC9-R4-11,CRISPR
source_13,20221024_Run4,CP-CC9-R4-12,CRISPR
source_13,20221024_Run4,CP-CC9-R4-13,CRISPR
source_13,20221024_Run4,CP-CC9-R4-14,CRISPR
source_13,20221024_Run4,CP-CC9-R4-15,CRISPR
source_13,20221024_Run4,CP-CC9-R4-16,CRISPR
source_13,20221024_Run4,CP-CC9-R4-17,CRISPR
source_13,20221024_Run4,CP-CC9-R4-18,CRISPR
source_13,20221024_Run4,CP-CC9-R4-19,CRISPR
source_13,20221024_Run4,CP-CC9-R4-20,CRISPR
source_13,20221024_Run4,CP-CC9-R4-21,CRISPR
source_13,20221024_Run4,CP-CC9-R4-22,CRISPR
source_13,20221024_Run4,CP-CC9-R4-23,CRISPR
source_13,20221024_Run4,CP-CC9-R4-24,CRISPR
source_13,20221024_Run4,CP-CC9-R4-25,CRISPR
source_13,20221024_Run4,CP-CC9-R4-26,CRISPR
source_13,20221024_Run4,CP-CC9-R4-27,CRISPR
source_13,20221024_Run4,CP-CC9-R4-28,CRISPR
source_13,20221109_Run5,CP-CC9-R5-01,CRISPR
source_13,20221109_Run5,CP-CC9-R5-02,CRISPR
source_13,20221109_Run5,CP-CC9-R5-03,CRISPR
source_13,20221109_Run5,CP-CC9-R5-04,CRISPR
source_13,20221109_Run5,CP-CC9-R5-05,CRISPR
source_13,20221109_Run5,CP-CC9-R5-06,CRISPR
source_13,20221109_Run5,CP-CC9-R5-07,CRISPR
source_13,20221109_Run5,CP-CC9-R5-08,CRISPR
source_13,20221109_Run5,CP-CC9-R5-09,CRISPR
source_13,20221109_Run5,CP-CC9-R5-10,CRISPR
source_13,20221109_Run5,CP-CC9-R5-11,CRISPR
source_13,20221109_Run5,CP-CC9-R5-12,CRISPR
source_13,20221109_Run5,CP-CC9-R5-13,CRISPR
source_13,20221109_Run5,CP-CC9-R5-14,CRISPR
source_13,20221109_Run5,CP-CC9-R5-15,CRISPR
source_13,20221109_Run5,CP-CC9-R5-16,CRISPR
source_13,20221109_Run5,CP-CC9-R5-17,CRISPR
source_13,20221109_Run5,CP-CC9-R5-18,CRISPR
source_13,20221109_Run5,CP-CC9-R5-19,CRISPR
source_13,20221109_Run5,CP-CC9-R5-20,CRISPR
source_13,20221109_Run5,CP-CC9-R5-21,CRISPR
source_13,20221109_Run5,CP-CC9-R5-22,CRISPR
source_13,20221109_Run5,CP-CC9-R5-23,CRISPR
source_13,20221109_Run5,CP-CC9-R5-24,CRISPR
source_13,20221109_Run5,CP-CC9-R5-25,CRISPR
source_13,20221109_Run5,CP-CC9-R5-26,CRISPR
source_13,20221109_Run5,CP-CC9-R5-27,CRISPR
source_13,20221109_Run5,CP-CC9-R5-28,CRISPR
source_13,20221109_Run5,CP-CC9-R5-29,TARGET2
source_13,20221109_Run5,CP-CC9-R6-01,CRISPR
source_13,20221109_Run5,CP-CC9-R6-02,CRISPR
source_13,20221109_Run5,CP-CC9-R7-01,CRISPR
source_13,20221109_Run5,CP-CC9-R8-01,CRISPR
source_13,20221120_Run6,CP-CC9-R6-19,CRISPR
source_13,20221120_Run6,CP-CC9-R6-28,CRISPR
source_13,20221120_Run6,CP-CC9-R6-29,TARGET2
source_13,20221120_Run6,CP-CC9-R7-02,CRISPR
source_13,20221120_Run6,CP-CC9-R7-19,CRISPR
source_13,20221120_Run6,CP-CC9-R7-28,CRISPR
source_13,20221120_Run6,CP-CC9-R7-29,TARGET2
source_13,20221120_Run6,CP-CC9-R8-02,CRISPR
source_2,20210607_Batch_2,1053601756,COMPOUND
source_2,20210607_Batch_2,1053601763,COMPOUND
source_2,20210607_Batch_2,1053601770,COMPOUND
source_2,20210607_Batch_2,1053601787,COMPOUND
source_2,20210607_Batch_2,1053601794,COMPOUND
source_2,20210607_Batch_2,1053601800,COMPOUND
source_2,20210607_Batch_2,1053601817,COMPOUND
source_2,20210607_Batch_2,1053601824,COMPOUND
source_2,20210607_Batch_2,1053601831,COMPOUND
source_2,20210607_Batch_2,1053601848,COMPOUND
source_2,20210607_Batch_2,1053601855,COMPOUND
source_2,20210607_Batch_2,1053601862,COMPOUND
source_2,20210607_Batch_2,1053601879,COMPOUND
source_2,20210607_Batch_2,1053601909,COMPOUND
source_2,20210607_Batch_2,1053601923,COMPOUND
source_2,20210607_Batch_2,1053601947,COMPOUND
source_2,20210614_Batch_1,1053600674,TARGET2
source_2,20210614_Batch_1,1053600681,COMPOUND
source_2,20210614_Batch_1,1053600704,COMPOUND
source_2,20210614_Batch_1,1053600711,COMPOUND
source_2,20210614_Batch_1,1053600728,COMPOUND
source_2,20210614_Batch_1,1053600735,COMPOUND
source_2,20210614_Batch_1,1053600742,COMPOUND
source_2,20210614_Batch_1,1053600759,COMPOUND
source_2,20210614_Batch_1,1053600766,COMPOUND
source_2,20210614_Batch_1,1053600773,COMPOUND
source_2,20210614_Batch_1,1053600780,COMPOUND
source_2,20210614_Batch_1,1053600797,COMPOUND
source_2,20210614_Batch_1,1053600803,COMPOUND
source_2,20210614_Batch_1,1053600810,COMPOUND
source_2,20210614_Batch_1,1053600827,COMPOUND
source_2,20210614_Batch_1,1053600834,COMPOUND
source_2,20210614_Batch_1,1053600841,COMPOUND
source_2,20210614_Batch_1,1053600858,COMPOUND
source_2,20210614_Batch_1,1053600865,COMPOUND
source_2,20210614_Batch_1,1053600872,COMPOUND
source_2,20210614_Batch_1,1053600889,COMPOUND
source_2,20210614_Batch_1,1053600896,COMPOUND
source_2,20210621_Batch_3,1053599503,TARGET2
source_2,20210621_Batch_3,1053599534,COMPOUND
source_2,20210621_Batch_3,1053599541,COMPOUND
source_2,20210621_Batch_3,1053599558,COMPOUND
source_2,20210621_Batch_3,1053599565,COMPOUND
source_2,20210621_Batch_3,1053599572,COMPOUND
source_2,20210621_Batch_3,1053599589,COMPOUND
source_2,20210621_Batch_3,1053599596,COMPOUND
source_2,20210621_Batch_3,1053599602,COMPOUND
source_2,20210621_Batch_3,1053599619,COMPOUND
source_2,20210621_Batch_3,1053599626,COMPOUND
source_2,20210621_Batch_3,1053599633,COMPOUND
source_2,20210621_Batch_3,1053599640,COMPOUND
source_2,20210621_Batch_3,1053599657,COMPOUND
source_2,20210621_Batch_3,1053599664,COMPOUND
source_2,20210621_Batch_3,1053599671,COMPOUND
source_2,20210621_Batch_3,1053599688,COMPOUND
source_2,20210621_Batch_3,1053599695,COMPOUND
source_2,20210712_Batch_5,1053597806,COMPOUND
source_2,20210712_Batch_5,1053597837,COMPOUND
source_2,20210712_Batch_5,1053597844,COMPOUND
source_2,20210712_Batch_5,1053597851,COMPOUND
source_2,20210712_Batch_5,1053597875,COMPOUND
source_2,20210712_Batch_5,1053597882,COMPOUND
source_2,20210712_Batch_5,1053597929,COMPOUND
source_2,20210712_Batch_5,1053597936,TARGET2
source_2,20210712_Batch_5,1053597943,COMPOUND
source_2,20210712_Batch_5,1053597950,COMPOUND
source_2,20210712_Batch_5,1053597967,COMPOUND
source_2,20210712_Batch_5,1053597974,COMPOUND
source_2,20210712_Batch_5,1053597981,COMPOUND
source_2,20210712_Batch_5,1053597998,COMPOUND
source_2,20210712_Batch_5,1053598001,COMPOUND
source_2,20210719_Batch_6,1086293812,COMPOUND
source_2,20210719_Batch_6,1086293829,COMPOUND
source_2,20210719_Batch_6,1086293836,COMPOUND
source_2,20210719_Batch_6,1086293843,COMPOUND
source_2,20210719_Batch_6,1086293850,COMPOUND
source_2,20210719_Batch_6,1086293867,COMPOUND
source_2,20210719_Batch_6,1086293874,COMPOUND
source_2,20210719_Batch_6,1086293881,COMPOUND
source_2,20210719_Batch_6,1086293898,COMPOUND
source_2,20210719_Batch_6,1086293904,COMPOUND
source_2,20210719_Batch_6,1086293911,TARGET2
source_2,20210719_Batch_6,1086293935,COMPOUND
source_2,20210719_Batch_6,1086293942,COMPOUND
source_2,20210719_Batch_6,1086293959,COMPOUND
source_2,20210719_Batch_6,1086293966,COMPOUND
source_2,20210719_Batch_6,1086293973,COMPOUND
source_2,20210719_Batch_6,1086293980,COMPOUND
source_2,20210719_Batch_6,1086293997,COMPOUND
source_2,20210719_Batch_6,1086294000,COMPOUND
source_2,20210719_Batch_6,1086294017,COMPOUND
source_2,20210719_Batch_6,1086294024,COMPOUND
source_2,20210726_Batch_7,1086293386,COMPOUND
source_2,20210726_Batch_7,1086293393,COMPOUND
source_2,20210726_Batch_7,1086293409,COMPOUND
source_2,20210726_Batch_7,1086293416,COMPOUND
source_2,20210726_Batch_7,1086293423,COMPOUND
source_2,20210726_Batch_7,1086293430,COMPOUND
source_2,20210726_Batch_7,1086293447,COMPOUND
source_2,20210726_Batch_7,1086293454,COMPOUND
source_2,20210726_Batch_7,1086293461,COMPOUND
source_2,20210726_Batch_7,1086293478,COMPOUND
source_2,20210726_Batch_7,1086293485,COMPOUND
source_2,20210726_Batch_7,1086293492,TARGET2
source_2,20210726_Batch_7,1086293508,COMPOUND
source_2,20210726_Batch_7,1086293515,COMPOUND
source_2,20210726_Batch_7,1086293522,COMPOUND
source_2,20210726_Batch_7,1086293539,COMPOUND
source_2,20210726_Batch_7,1086293546,COMPOUND
source_2,20210726_Batch_7,1086293553,COMPOUND
source_2,20210726_Batch_7,1086293560,COMPOUND
source_2,20210802_Batch_8,1086293027,COMPOUND
source_2,20210802_Batch_8,1086293034,COMPOUND
source_2,20210802_Batch_8,1086293065,COMPOUND
source_2,20210802_Batch_8,1086293072,COMPOUND
source_2,20210802_Batch_8,1086293089,COMPOUND
source_2,20210802_Batch_8,1086293096,COMPOUND
source_2,20210802_Batch_8,1086293102,COMPOUND
source_2,20210802_Batch_8,1086293119,COMPOUND
source_2,20210802_Batch_8,1086293126,COMPOUND
source_2,20210802_Batch_8,1086293133,TARGET2
source_2,20210802_Batch_8,1086293157,COMPOUND
source_2,20210802_Batch_8,1086293164,COMPOUND
source_2,20210802_Batch_8,1086293171,COMPOUND
source_2,20210802_Batch_8,1086293188,COMPOUND
source_2,20210802_Batch_8,1086293195,COMPOUND
source_2,20210802_Batch_8,1086293201,COMPOUND
source_2,20210802_Batch_8,1086293218,COMPOUND
source_2,20210802_Batch_8,1086293225,COMPOUND
source_2,20210802_Batch_8,1086293232,COMPOUND
source_2,20210808_Batch_4,1086292723,COMPOUND
source_2,20210808_Batch_4,1086292730,COMPOUND
source_2,20210808_Batch_4,1086292747,COMPOUND
source_2,20210808_Batch_4,1086292754,COMPOUND
source_2,20210808_Batch_4,1086292761,COMPOUND
source_2,20210808_Batch_4,1086292778,COMPOUND
source_2,20210808_Batch_4,1086292792,COMPOUND
source_2,20210808_Batch_4,1086292822,COMPOUND
source_2,20210808_Batch_4,1086292839,COMPOUND
source_2,20210808_Batch_4,1086292846,COMPOUND
source_2,20210808_Batch_4,1086292853,COMPOUND
source_2,20210808_Batch_4,1086292860,COMPOUND
source_2,20210808_Batch_4,1086292884,TARGET2
source_2,20210808_Batch_4,1086292891,COMPOUND
source_2,20210808_Batch_4,1086292907,COMPOUND
source_2,20210808_Batch_4,1086292914,COMPOUND
source_2,20210808_Batch_4,1086292921,COMPOUND
source_2,20210808_Batch_4,1086292938,COMPOUND
source_2,20210808_Batch_4,1086292945,COMPOUND
source_2,20210808_Batch_4,1086292952,COMPOUND
source_2,20210808_Batch_4,1086292969,COMPOUND
source_2,20210808_Batch_4,1086292976,COMPOUND
source_2,20210816_Batch_9,1086292259,COMPOUND
source_2,20210816_Batch_9,1086292266,COMPOUND
source_2,20210816_Batch_9,1086292273,COMPOUND
source_2,20210816_Batch_9,1086292280,COMPOUND
source_2,20210816_Batch_9,1086292297,COMPOUND
source_2,20210816_Batch_9,1086292303,COMPOUND
source_2,20210816_Batch_9,1086292310,COMPOUND
source_2,20210816_Batch_9,1086292327,COMPOUND
source_2,20210816_Batch_9,1086292341,COMPOUND
source_2,20210816_Batch_9,1086292358,COMPOUND
source_2,20210816_Batch_9,1086292365,COMPOUND
source_2,20210816_Batch_9,1086292372,COMPOUND
source_2,20210816_Batch_9,1086292389,TARGET2
source_2,20210816_Batch_9,1086292396,COMPOUND
source_2,20210816_Batch_9,1086292402,COMPOUND
source_2,20210816_Batch_9,1086292419,COMPOUND
source_2,20210816_Batch_9,1086292426,COMPOUND
source_2,20210816_Batch_9,1086292433,COMPOUND
source_2,20210816_Batch_9,1086292440,COMPOUND
source_2,20210816_Batch_9,1086292457,COMPOUND
source_2,20210816_Batch_9,1086292464,COMPOUND
source_2,20210816_Batch_9,1086292471,COMPOUND
source_2,20210816_Batch_9,1086292488,COMPOUND
source_2,20210816_Batch_9,1086292495,COMPOUND
source_2,20210816_Batch_9,1086292501,COMPOUND
source_2,20210816_Batch_9,1086292518,COMPOUND
source_2,20210823_Batch_10,1086291917,COMPOUND
source_2,20210823_Batch_10,1086291924,COMPOUND
source_2,20210823_Batch_10,1086291931,COMPOUND
source_2,20210823_Batch_10,1086291948,COMPOUND
source_2,20210823_Batch_10,1086291955,COMPOUND
source_2,20210823_Batch_10,1086291962,COMPOUND
source_2,20210823_Batch_10,1086291979,COMPOUND
source_2,20210823_Batch_10,1086291986,COMPOUND
source_2,20210823_Batch_10,1086292006,COMPOUND
source_2,20210823_Batch_10,1086292013,COMPOUND
source_2,20210823_Batch_10,1086292020,COMPOUND
source_2,20210823_Batch_10,1086292037,TARGET2
source_2,20210823_Batch_10,1086292044,COMPOUND
source_2,20210823_Batch_10,1086292051,COMPOUND
source_2,20210823_Batch_10,1086292068,COMPOUND
source_2,20210823_Batch_10,1086292075,COMPOUND
source_2,20210823_Batch_10,1086292082,COMPOUND
source_2,20210823_Batch_10,1086292099,COMPOUND
source_2,20210823_Batch_10,1086292105,COMPOUND
source_2,20210823_Batch_10,1086292112,COMPOUND
source_2,20210823_Batch_10,1086292129,COMPOUND
source_2,20210823_Batch_10,1086292136,COMPOUND
source_2,20210823_Batch_10,1086292143,COMPOUND
source_2,20210823_Batch_10,1086292150,COMPOUND
source_2,20210823_Batch_10,1086292167,COMPOUND
source_2,20210830_Batch_11,1086290477,COMPOUND
source_2,20210830_Batch_11,1086290484,COMPOUND
source_2,20210830_Batch_11,1086290521,COMPOUND
source_2,20210830_Batch_11,1086290644,COMPOUND
source_2,20210830_Batch_11,1086290668,COMPOUND
source_2,20210920_Batch_12,1086290323,COMPOUND
source_2,20210920_Batch_12,1086290330,COMPOUND
source_2,20210920_Batch_12,1086290347,COMPOUND
source_2,20210920_Batch_12,1086290354,COMPOUND
source_2,20210920_Batch_12,1086290361,COMPOUND
source_2,20210920_Batch_12,1086290453,COMPOUND
source_2,20211003_Batch_13,1086289648,COMPOUND
source_2,20211003_Batch_13,1086289655,COMPOUND
source_2,20211003_Batch_13,1086289662,COMPOUND
source_2,20211003_Batch_13,1086289679,COMPOUND
source_2,20211003_Batch_13,1086289686,TARGET2
source_2,20211003_Batch_13,1086289693,COMPOUND
source_2,20211003_Batch_13,1086289709,COMPOUND
source_2,20211003_Batch_13,1086289716,COMPOUND
source_2,20211003_Batch_13,1086289730,COMPOUND
source_2,20211003_Batch_13,1086289747,COMPOUND
source_2,20211003_Batch_13,1086289754,COMPOUND
source_2,20211003_Batch_13,1086289761,COMPOUND
source_2,20211003_Batch_13,1086289778,COMPOUND
source_2,20211003_Batch_13,1086289785,COMPOUND
source_2,20211003_Batch_13,1086289792,COMPOUND
source_3,CP59,BR5867a3,COMPOUND
source_3,CP59,BR5867b3,COMPOUND
source_3,CP59,BR5867c3,COMPOUND
source_3,CP59,BR5867d3,COMPOUND
source_3,CP59,BR5868a3,COMPOUND
source_3,CP59,BR5868b3,COMPOUND
source_3,CP59,BR5868c3,COMPOUND
source_3,CP59,BR5868d3,COMPOUND
source_3,CP59,BR5869a3,COMPOUND
source_3,CP59,BR5869b3,COMPOUND
source_3,CP59,BR5869c3,COMPOUND
source_3,CP59,BR5869d3,COMPOUND
source_3,CP59,BR5870a3,COMPOUND
source_3,CP59,BR5870b3,COMPOUND
source_3,CP59,BR5870c3,COMPOUND
source_3,CP59,BR5870d3,COMPOUND
source_3,CP59,BR5871a3,COMPOUND
source_3,CP59,BR5871b3,COMPOUND
source_3,CP59,BR5871c3,COMPOUND
source_3,CP59,BR5871d3,COMPOUND
source_3,CP59,DMSOCP34,DMSO
source_3,CP59,DMSOCP35,DMSO
source_3,CP59,DMSOCP36,DMSO
source_3,CP59,JCPQC051,TARGET2
source_3,CP59,JCPQC052,TARGET2
source_3,CP60,BR5872a3,COMPOUND
source_3,CP60,BR5872b3,COMPOUND
source_3,CP60,BR5872c3,COMPOUND
source_3,CP60,BR5872d3,COMPOUND
source_3,CP60,BR5873a3,COMPOUND
source_3,CP60,BR5873b3,COMPOUND
source_3,CP60,BR5873c3,COMPOUND
source_3,CP60,BR5873d3W,COMPOUND
source_3,CP60,BR5874a3,COMPOUND
source_3,CP60,BR5874b3,COMPOUND
source_3,CP60,BR5874c3,COMPOUND
source_3,CP60,BR5874d3,COMPOUND
source_3,CP60,BR5875a3,COMPOUND
source_3,CP60,BR5875b3,COMPOUND
source_3,CP60,BR5875c3,COMPOUND
source_3,CP60,BR5875d3,COMPOUND
source_3,CP60,BR5876a3,COMPOUND
source_3,CP60,BR5876b3,COMPOUND
source_3,CP60,BR5876c3,COMPOUND
source_3,CP60,BR5876d3,COMPOUND
source_3,CP60,DMSOCP37W,DMSO
source_3,CP60,DMSOCP38,DMSO
source_3,CP60,DMSOCP39,DMSO
source_3,CP60,JCPQC053,TARGET2
source_3,CP60,JCPQC054,TARGET2
source_3,CP_25_all_Phenix1,C13443aW,COMPOUND
source_3,CP_25_all_Phenix1,C13443bW,COMPOUND
source_3,CP_25_all_Phenix1,C13443cW,COMPOUND
source_3,CP_25_all_Phenix1,C13443dW,COMPOUND
source_3,CP_25_all_Phenix1,C13451aW,COMPOUND
source_3,CP_25_all_Phenix1,C13451cW,COMPOUND
source_3,CP_25_all_Phenix1,C13459aW,COMPOUND
source_3,CP_25_all_Phenix1,C13459bW,COMPOUND
source_3,CP_25_all_Phenix1,C13459cW,COMPOUND
source_3,CP_25_all_Phenix1,C13459dW,COMPOUND
source_3,CP_25_all_Phenix1,C13487aW,COMPOUND
source_3,CP_25_all_Phenix1,C13487bW,COMPOUND
source_3,CP_25_all_Phenix1,C13487cW,COMPOUND
source_3,CP_25_all_Phenix1,C13487dW,COMPOUND
source_3,CP_25_all_Phenix1,C13495aW,COMPOUND
source_3,CP_25_all_Phenix1,C13495bW,COMPOUND
source_3,CP_25_all_Phenix1,C13495cW,COMPOUND
source_3,CP_25_all_Phenix1,DMSOC16,DMSO
source_3,CP_25_all_Phenix1,DMSOC17,DMSO
source_3,CP_25_all_Phenix1,DMSOC18,DMSO
source_3,CP_25_all_Phenix1,JCPQC016,TARGET2
source_3,CP_25_all_Phenix1,JCPQC017,TARGET2
source_3,CP_26_all_Phenix1,DMSOC19,DMSO
source_3,CP_26_all_Phenix1,DMSOC20,DMSO
source_3,CP_26_all_Phenix1,DMSOC21,DMSO
source_3,CP_26_all_Phenix1,J12424a,COMPOUND
source_3,CP_26_all_Phenix1,J12424b,COMPOUND
source_3,CP_26_all_Phenix1,J12424c,COMPOUND
source_3,CP_26_all_Phenix1,J12424d,COMPOUND
source_3,CP_26_all_Phenix1,J12428a,COMPOUND
source_3,CP_26_all_Phenix1,J12428b,COMPOUND
source_3,CP_26_all_Phenix1,J12428c,COMPOUND
source_3,CP_26_all_Phenix1,J12428d,COMPOUND
source_3,CP_26_all_Phenix1,J12440a,COMPOUND
source_3,CP_26_all_Phenix1,J12440b,COMPOUND
source_3,CP_26_all_Phenix1,J12440c,COMPOUND
source_3,CP_26_all_Phenix1,J12455a,COMPOUND
source_3,CP_26_all_Phenix1,J12455b,COMPOUND
source_3,CP_26_all_Phenix1,J12455c,COMPOUND
source_3,CP_26_all_Phenix1,J12455d,COMPOUND
source_3,CP_26_all_Phenix1,J12459a,COMPOUND
source_3,CP_26_all_Phenix1,J12459b,COMPOUND
source_3,CP_26_all_Phenix1,J12459c,COMPOUND
source_3,CP_26_all_Phenix1,J12459d,COMPOUND
source_3,CP_26_all_Phenix1,JCPQC018,TARGET2
source_3,CP_26_all_Phenix1,JCPQC019,TARGET2
source_3,CP_27_all_Phenix1,DMSOC22,DMSO
source_3,CP_27_all_Phenix1,DMSOC23,DMSO
source_3,CP_27_all_Phenix1,DMSOC24,DMSO
source_3,CP_27_all_Phenix1,J12284a,COMPOUND
source_3,CP_27_all_Phenix1,J12284b,COMPOUND
source_3,CP_27_all_Phenix1,J12284c,COMPOUND
source_3,CP_27_all_Phenix1,J12284d,COMPOUND
source_3,CP_27_all_Phenix1,J12432a,COMPOUND
source_3,CP_27_all_Phenix1,J12432b,COMPOUND
source_3,CP_27_all_Phenix1,J12432c,COMPOUND
source_3,CP_27_all_Phenix1,J12432d,COMPOUND
source_3,CP_27_all_Phenix1,J12436A,COMPOUND
source_3,CP_27_all_Phenix1,J12436b,COMPOUND
source_3,CP_27_all_Phenix1,J12436c,COMPOUND
source_3,CP_27_all_Phenix1,J12436d,COMPOUND
source_3,CP_27_all_Phenix1,J12446a,COMPOUND
source_3,CP_27_all_Phenix1,J12446b,COMPOUND
source_3,CP_27_all_Phenix1,J12446c,COMPOUND
source_3,CP_27_all_Phenix1,J12446d,COMPOUND
source_3,CP_27_all_Phenix1,J12450a,COMPOUND
source_3,CP_27_all_Phenix1,J12450b,COMPOUND
source_3,CP_27_all_Phenix1,J12450c,COMPOUND
source_3,CP_27_all_Phenix1,J12450d,COMPOUND
source_3,CP_27_all_Phenix1,JCPQC020,TARGET2
source_3,CP_27_all_Phenix1,JCPQC021,TARGET2
source_3,CP_28_all_Phenix1,DMSOC25,DMSO
source_3,CP_28_all_Phenix1,DMSOC26,DMSO
source_3,CP_28_all_Phenix1,DMSOC27,DMSO
source_3,CP_28_all_Phenix1,JCPQC022,TARGET2
source_3,CP_28_all_Phenix1,JCPQC023,TARGET2
source_3,CP_28_all_Phenix1,SP01P04a,COMPOUND
source_3,CP_28_all_Phenix1,SP01P04b,COMPOUND
source_3,CP_28_all_Phenix1,SP01P04c,COMPOUND
source_3,CP_28_all_Phenix1,SP01P04d,COMPOUND
source_3,CP_28_all_Phenix1,SP05P08a,COMPOUND
source_3,CP_28_all_Phenix1,SP05P08b,COMPOUND
source_3,CP_28_all_Phenix1,SP05P08c,COMPOUND
source_3,CP_28_all_Phenix1,SP05P08d,COMPOUND
