Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_PlateType
source_3,CP_28_all_Phenix1,SP16P19a,COMPOUND
source_3,CP_28_all_Phenix1,SP16P19b,COMPOUND
source_3,CP_28_all_Phenix1,SP16P19d,COMPOUND
source_3,CP_28_all_Phenix1,SP20P23a,COMPOUND
source_3,CP_28_all_Phenix1,SP20P23b,COMPOUND
source_3,CP_28_all_Phenix1,SP20P23c,COMPOUND
source_3,CP_28_all_Phenix1,SP20P23d,COMPOUND
source_3,CP_28_all_Phenix1,SP24P27a,COMPOUND
source_3,CP_28_all_Phenix1,SP24P27b,COMPOUND
source_3,CP_29_all_Phenix1,DMSOC28,DMSO
source_3,CP_29_all_Phenix1,DMSOC29,DMSO
source_3,CP_29_all_Phenix1,DMSOC30,DMSO
source_3,CP_29_all_Phenix1,JCPQC024,TARGET2
source_3,CP_29_all_Phenix1,JCPQC025,TARGET2
source_3,CP_29_all_Phenix1,SP09P12a,COMPOUND
source_3,CP_29_all_Phenix1,SP09P12b,COMPOUND
source_3,CP_29_all_Phenix1,SP09P12c,COMPOUND
source_3,CP_29_all_Phenix1,SP09P12d,COMPOUND
source_3,CP_29_all_Phenix1,SP13P16a,COMPOUND
source_3,CP_29_all_Phenix1,SP13P16b,COMPOUND
source_3,CP_29_all_Phenix1,SP13P16c,COMPOUND
source_3,CP_29_all_Phenix1,SP13P16d,COMPOUND
source_3,CP_29_all_Phenix1,SP28P31a,COMPOUND
source_3,CP_29_all_Phenix1,SP28P31b,COMPOUND
source_3,CP_29_all_Phenix1,SP28P31c,COMPOUND
source_3,CP_29_all_Phenix1,SP28P31d,COMPOUND
source_3,CP_29_all_Phenix1,SP32P35a,COMPOUND
source_3,CP_29_all_Phenix1,SP32P35b,COMPOUND
source_3,CP_29_all_Phenix1,SP32P35c,COMPOUND
source_3,CP_29_all_Phenix1,SP32P35d,COMPOUND
source_3,CP_29_all_Phenix1,SP36P38a,COMPOUND
source_3,CP_29_all_Phenix1,SP36P38b,COMPOUND
source_3,CP_29_all_Phenix1,SP36P38c,COMPOUND
source_3,CP_29_all_Phenix1,SP36P38d,COMPOUND_EMPTY
source_3,CP_31_all_Phenix1,B040103a,COMPOUND
source_3,CP_31_all_Phenix1,B040103b,COMPOUND
source_3,CP_31_all_Phenix1,B040103c,COMPOUND
source_3,CP_31_all_Phenix1,B040103d,COMPOUND
source_3,CP_31_all_Phenix1,B040203a,COMPOUND
source_3,CP_31_all_Phenix1,B040203b,COMPOUND
source_3,CP_31_all_Phenix1,B040203c,COMPOUND
source_3,CP_31_all_Phenix1,B040203d,COMPOUND
source_3,CP_31_all_Phenix1,B040303a,COMPOUND
source_3,CP_31_all_Phenix1,B040303b,COMPOUND
source_3,CP_31_all_Phenix1,B040303c,COMPOUND
source_3,CP_31_all_Phenix1,B040303d,COMPOUND
source_3,CP_31_all_Phenix1,B040603a,COMPOUND
source_3,CP_31_all_Phenix1,B040603b,COMPOUND
source_3,CP_31_all_Phenix1,B040603c,COMPOUND
source_3,CP_31_all_Phenix1,B040603d,COMPOUND
source_3,CP_31_all_Phenix1,B040903a,COMPOUND
source_3,CP_31_all_Phenix1,B040903b,COMPOUND
source_3,CP_31_all_Phenix1,B040903c,COMPOUND
source_3,CP_31_all_Phenix1,B040903d,COMPOUND
source_3,CP_31_all_Phenix1,DMSOC34,DMSO
source_3,CP_31_all_Phenix1,DMSOC35,DMSO
source_3,CP_31_all_Phenix1,DMSOC36,DMSO
source_3,CP_31_all_Phenix1,JCPQC028,TARGET2
source_3,CP_31_all_Phenix1,JCPQC029,TARGET2
source_3,CP_32_all_Phenix1,B40003aW,COMPOUND
source_3,CP_32_all_Phenix1,B40003bW,COMPOUND
source_3,CP_32_all_Phenix1,B40003cW,COMPOUND
source_3,CP_32_all_Phenix1,B40003dW,COMPOUND
source_3,CP_32_all_Phenix1,B40403aW,COMPOUND
source_3,CP_32_all_Phenix1,B40403bW,COMPOUND
source_3,CP_32_all_Phenix1,B40403cW,COMPOUND
source_3,CP_32_all_Phenix1,B40403dW,COMPOUND
source_3,CP_32_all_Phenix1,B40503aW,COMPOUND
source_3,CP_32_all_Phenix1,B40503bW,COMPOUND
source_3,CP_32_all_Phenix1,B40503cW,COMPOUND
source_3,CP_32_all_Phenix1,B40503dW,COMPOUND
source_3,CP_32_all_Phenix1,B40703aW,COMPOUND
source_3,CP_32_all_Phenix1,B40703bW,COMPOUND
source_3,CP_32_all_Phenix1,B40703cW,COMPOUND
source_3,CP_32_all_Phenix1,B40703dW,COMPOUND
source_3,CP_32_all_Phenix1,B40803aW,COMPOUND
source_3,CP_32_all_Phenix1,B40803bW,COMPOUND
source_3,CP_32_all_Phenix1,B40803cW,COMPOUND
source_3,CP_32_all_Phenix1,B40803dW,COMPOUND
source_3,CP_32_all_Phenix1,DMSOC37,DMSO
source_3,CP_32_all_Phenix1,DMSOC38,DMSO
source_3,CP_32_all_Phenix1,DMSOC39,DMSO
source_3,CP_32_all_Phenix1,JCPQC030,TARGET2
source_3,CP_32_all_Phenix1,JCPQC031,TARGET2
source_3,CP_33_all_Phenix1,A12069aW,COMPOUND
source_3,CP_33_all_Phenix1,A12069bW,COMPOUND
source_3,CP_33_all_Phenix1,A12069cW,COMPOUND
source_3,CP_33_all_Phenix1,A12069dW,COMPOUND
source_3,CP_33_all_Phenix1,A12079aW,COMPOUND
source_3,CP_33_all_Phenix1,A12079bW,COMPOUND
source_3,CP_33_all_Phenix1,A12079cW,COMPOUND
source_3,CP_33_all_Phenix1,A12079dW,COMPOUND
source_3,CP_33_all_Phenix1,A12083aW,COMPOUND
source_3,CP_33_all_Phenix1,A12083bW,COMPOUND
source_3,CP_33_all_Phenix1,A12083cW,COMPOUND_EMPTY
source_3,CP_33_all_Phenix1,A12083dW,COMPOUND_EMPTY
source_3,CP_33_all_Phenix1,A13407aW,COMPOUND
source_3,CP_33_all_Phenix1,A13407bW,COMPOUND
source_3,CP_33_all_Phenix1,A13407cW,COMPOUND
source_3,CP_33_all_Phenix1,A13407dW,COMPOUND
source_3,CP_33_all_Phenix1,A13415aW,COMPOUND
source_3,CP_33_all_Phenix1,A13415bW,COMPOUND
source_3,CP_33_all_Phenix1,A13415cW,COMPOUND
source_3,CP_33_all_Phenix1,A13415dW,COMPOUND
source_3,CP_33_all_Phenix1,DMSOC40,DMSO
source_3,CP_33_all_Phenix1,DMSOC41,DMSO
source_3,CP_33_all_Phenix1,DMSOC42,DMSO
source_3,CP_33_all_Phenix1,JCPQC032,TARGET2
source_3,CP_33_all_Phenix1,JCPQC033,TARGET2
source_3,CP_34_mix_Phenix1,A13451bW,COMPOUND
source_3,CP_34_mix_Phenix1,A13451dW,COMPOUND
source_3,CP_34_mix_Phenix1,A13495dW,COMPOUND
source_3,CP_34_mix_Phenix1,DMSOC43,DMSO
source_3,CP_34_mix_Phenix1,DMSOC44,DMSO
source_3,CP_34_mix_Phenix1,J12440dW,COMPOUND
source_3,CP_34_mix_Phenix1,JCPQC034,TARGET2
source_3,CP_34_mix_Phenix1,P16P19cW,COMPOUND
source_3,CP_34_mix_Phenix1,P24P27cW,COMPOUND
source_3,CP_34_mix_Phenix1,P24P27dW,COMPOUND
source_3,CP_35_all_Phenix1,BAY5867a,COMPOUND
source_3,CP_35_all_Phenix1,BAY5867b,COMPOUND
source_3,CP_35_all_Phenix1,BAY5867c,COMPOUND
source_3,CP_35_all_Phenix1,BAY5867d,COMPOUND
source_3,CP_35_all_Phenix1,BAY5868a,COMPOUND
source_3,CP_35_all_Phenix1,BAY5868b,COMPOUND
source_3,CP_35_all_Phenix1,BAY5868c,COMPOUND
source_3,CP_35_all_Phenix1,BAY5868d,COMPOUND
source_3,CP_35_all_Phenix1,BAY5869a,COMPOUND
source_3,CP_35_all_Phenix1,BAY5869b,COMPOUND
source_3,CP_35_all_Phenix1,BAY5869c,COMPOUND
source_3,CP_35_all_Phenix1,BAY5869d,COMPOUND
source_3,CP_35_all_Phenix1,BAY5870a,COMPOUND
source_3,CP_35_all_Phenix1,BAY5870b,COMPOUND
source_3,CP_35_all_Phenix1,BAY5870c,COMPOUND
source_3,CP_35_all_Phenix1,BAY5870d,COMPOUND
source_3,CP_35_all_Phenix1,BAY5871a,COMPOUND
source_3,CP_35_all_Phenix1,BAY5871b,COMPOUND
source_3,CP_35_all_Phenix1,BAY5871c,COMPOUND
source_3,CP_35_all_Phenix1,BAY5871d,COMPOUND
source_3,CP_35_all_Phenix1,DMSOC45,DMSO
source_3,CP_35_all_Phenix1,DMSOC46,DMSO
source_3,CP_35_all_Phenix1,DMSOC47,DMSO
source_3,CP_35_all_Phenix1,JCPQC035,TARGET2
source_3,CP_35_all_Phenix1,JCPQC036,TARGET2
source_3,CP_36_all_Phenix1,BAY5872a,COMPOUND
source_3,CP_36_all_Phenix1,BAY5872b,COMPOUND
source_3,CP_36_all_Phenix1,BAY5872c,COMPOUND
source_3,CP_36_all_Phenix1,BAY5872d,COMPOUND
source_3,CP_36_all_Phenix1,BAY5873a,COMPOUND
source_3,CP_36_all_Phenix1,BAY5873b,COMPOUND
source_3,CP_36_all_Phenix1,BAY5873c,COMPOUND
source_3,CP_36_all_Phenix1,BAY5873d,COMPOUND
source_3,CP_36_all_Phenix1,BAY5874a,COMPOUND
source_3,CP_36_all_Phenix1,BAY5874b,COMPOUND
source_3,CP_36_all_Phenix1,BAY5874c,COMPOUND
source_3,CP_36_all_Phenix1,BAY5874d,COMPOUND
source_3,CP_36_all_Phenix1,BAY5875a,COMPOUND
source_3,CP_36_all_Phenix1,BAY5875b,COMPOUND
source_3,CP_36_all_Phenix1,BAY5875c,COMPOUND
source_3,CP_36_all_Phenix1,BAY5875d,COMPOUND
source_3,CP_36_all_Phenix1,BAY5876a,COMPOUND
source_3,CP_36_all_Phenix1,BAY5876b,COMPOUND
source_3,CP_36_all_Phenix1,BAY5876c,COMPOUND
source_3,CP_36_all_Phenix1,BAY5876d,COMPOUND
source_3,CP_36_all_Phenix1,DMSOC48,DMSO
source_3,CP_36_all_Phenix1,DMSOC49,DMSO
source_3,CP_36_all_Phenix1,DMSOC50,DMSO
source_3,CP_36_all_Phenix1,JCPQC037,TARGET2
source_3,CP_36_all_Phenix1,JCPQC038,TARGET2
source_4,2021_04_26_Batch1,BR00117035,ORF
source_4,2021_04_26_Batch1,BR00117036,ORF
source_4,2021_04_26_Batch1,BR00117037,ORF
source_4,2021_04_26_Batch1,BR00117038,ORF
source_4,2021_04_26_Batch1,BR00117039,ORF
source_4,2021_04_26_Batch1,BR00117040,ORF
source_4,2021_04_26_Batch1,BR00117041,ORF
source_4,2021_04_26_Batch1,BR00121438,TARGET2
source_4,2021_04_26_Batch1,BR00121439,TARGET2
source_4,2021_04_26_Batch1,BR00121537,ORF
source_4,2021_04_26_Batch1,BR00121538,ORF
source_4,2021_04_26_Batch1,BR00121539,ORF
source_4,2021_04_26_Batch1,BR00121540,ORF
source_4,2021_04_26_Batch1,BR00121541,ORF
source_4,2021_04_26_Batch1,BR00121557,ORF
source_4,2021_04_26_Batch1,BR00121558,ORF
source_4,2021_04_26_Batch1,BR00121559,ORF
source_4,2021_04_26_Batch1,BR00121560,ORF
source_4,2021_04_26_Batch1,BR00121561,ORF
source_4,2021_04_26_Batch1,BR00121562,ORF
source_4,2021_04_26_Batch1,BR00121563,ORF
source_4,2021_04_26_Batch1,BR00121564,ORF
source_4,2021_04_26_Batch1,BR00121565,ORF
source_4,2021_04_26_Batch1,BR00121566,ORF
source_4,2021_05_10_Batch3,BR00121436,TARGET2
source_4,2021_05_10_Batch3,BR00123506,ORF
source_4,2021_05_10_Batch3,BR00123507,ORF
source_4,2021_05_10_Batch3,BR00123532,ORF
source_4,2021_05_10_Batch3,BR00123613,ORF
source_4,2021_05_10_Batch3,BR00123614,ORF
source_4,2021_05_10_Batch3,BR00123615,ORF
source_4,2021_05_10_Batch3,BR00123616,ORF
source_4,2021_05_10_Batch3,BR00123617,ORF
source_4,2021_05_10_Batch3,BR00123618,ORF
source_4,2021_05_10_Batch3,BR00123619,ORF
source_4,2021_05_10_Batch3,BR00123620,ORF
source_4,2021_05_10_Batch3,BR00123621,ORF
source_4,2021_05_10_Batch3,BR00123622,ORF
source_4,2021_05_10_Batch3,BR00123623,ORF
source_4,2021_05_10_Batch3,BR00123624,ORF
source_4,2021_05_10_Batch3,BR00123625,ORF
source_4,2021_05_10_Batch3,BR00123626,ORF
source_4,2021_05_10_Batch3,BR00123627,ORF
source_4,2021_05_10_Batch3,BR00123628,ORF
source_4,2021_05_10_Batch3,BR00123629,ORF
source_4,2021_05_10_Batch3,BR00123630,ORF
source_4,2021_05_17_Batch4,BR00121425,TARGET2
source_4,2021_05_17_Batch4,BR00123509,ORF
source_4,2021_05_17_Batch4,BR00123510,ORF
source_4,2021_05_17_Batch4,BR00123511,ORF
source_4,2021_05_17_Batch4,BR00123512,ORF
source_4,2021_05_17_Batch4,BR00123513,ORF
source_4,2021_05_17_Batch4,BR00123514,ORF
source_4,2021_05_17_Batch4,BR00123515,ORF
source_4,2021_05_17_Batch4,BR00123516,ORF
source_4,2021_05_17_Batch4,BR00123517,ORF
source_4,2021_05_17_Batch4,BR00123518,ORF
source_4,2021_05_17_Batch4,BR00123519,ORF
source_4,2021_05_17_Batch4,BR00123520,ORF
source_4,2021_05_17_Batch4,BR00123521,ORF
source_4,2021_05_17_Batch4,BR00123522,ORF
source_4,2021_05_17_Batch4,BR00123785,ORF
source_4,2021_05_17_Batch4,BR00123786,ORF
source_4,2021_05_17_Batch4,BR00123787,ORF
source_4,2021_05_17_Batch4,BR00123788,ORF
source_4,2021_05_17_Batch4,BR00123789,ORF
source_4,2021_05_17_Batch4,BR00123790,ORF
source_4,2021_05_17_Batch4,BR00123791,ORF
source_4,2021_05_31_Batch2,BR00121437,TARGET2
source_4,2021_05_31_Batch2,BR00121543,ORF
source_4,2021_05_31_Batch2,BR00121544,ORF
source_4,2021_05_31_Batch2,BR00121545,ORF
source_4,2021_05_31_Batch2,BR00121546,ORF
source_4,2021_05_31_Batch2,BR00121547,ORF
source_4,2021_05_31_Batch2,BR00121548,ORF
source_4,2021_05_31_Batch2,BR00121549,ORF
source_4,2021_05_31_Batch2,BR00121550,ORF
source_4,2021_05_31_Batch2,BR00121551,ORF
source_4,2021_05_31_Batch2,BR00121552,ORF
source_4,2021_05_31_Batch2,BR00121553,ORF
source_4,2021_05_31_Batch2,BR00121554,ORF
source_4,2021_05_31_Batch2,BR00121555,ORF
source_4,2021_05_31_Batch2,BR00121556,ORF
source_4,2021_05_31_Batch2,BR00123525,ORF
source_4,2021_05_31_Batch2,BR00123526,ORF
source_4,2021_05_31_Batch2,BR00123527,ORF
source_4,2021_05_31_Batch2,BR00123528A,ORF
source_4,2021_05_31_Batch2,BR00123528B,ORF
source_4,2021_05_31_Batch2,BR00123529,ORF
source_4,2021_05_31_Batch2,BR00123530,ORF
source_4,2021_05_31_Batch2,BR00123531,ORF
source_4,2021_06_07_Batch5,BR00121430,TARGET2
source_4,2021_06_07_Batch5,BR00123946,ORF
source_4,2021_06_07_Batch5,BR00123947,ORF
source_4,2021_06_07_Batch5,BR00123948,ORF
source_4,2021_06_07_Batch5,BR00123949,ORF
source_4,2021_06_07_Batch5,BR00123950,ORF
source_4,2021_06_07_Batch5,BR00123951,ORF
source_4,2021_06_07_Batch5,BR00123952,ORF
source_4,2021_06_07_Batch5,BR00123953,ORF
source_4,2021_06_07_Batch5,BR00123954,ORF
source_4,2021_06_07_Batch5,BR00123955,ORF
source_4,2021_06_07_Batch5,BR00123956,ORF
source_4,2021_06_07_Batch5,BR00123957,ORF
source_4,2021_06_07_Batch5,BR00123958,ORF
source_4,2021_06_07_Batch5,BR00123959,ORF
source_4,2021_06_07_Batch5,BR00123960,ORF
source_4,2021_06_07_Batch5,BR00123961,ORF
source_4,2021_06_07_Batch5,BR00123962,ORF
source_4,2021_06_07_Batch5,BR00123963,ORF
source_4,2021_06_07_Batch5,BR00123964,ORF
source_4,2021_06_07_Batch5,BR00123965,ORF
source_4,2021_06_07_Batch5,BR00123966,ORF
source_4,2021_06_14_Batch6,BR00121429,TARGET2
source_4,2021_06_14_Batch6,BR00123945,ORF
source_4,2021_06_14_Batch6,BR00124761,ORF
source_4,2021_06_14_Batch6,BR00124766,ORF
source_4,2021_06_14_Batch6,BR00124767,ORF
source_4,2021_06_14_Batch6,BR00124768,ORF
source_4,2021_06_14_Batch6,BR00124769,ORF
source_4,2021_06_14_Batch6,BR00124770,ORF
source_4,2021_06_14_Batch6,BR00124771,ORF
source_4,2021_06_14_Batch6,BR00124772,ORF
source_4,2021_06_14_Batch6,BR00124773,ORF
source_4,2021_06_14_Batch6,BR00124774,ORF
source_4,2021_06_14_Batch6,BR00124775,ORF
source_4,2021_06_14_Batch6,BR00124776,ORF
source_4,2021_06_14_Batch6,BR00124777,ORF
source_4,2021_06_14_Batch6,BR00124778,ORF
source_4,2021_06_14_Batch6,BR00124779,ORF
source_4,2021_06_21_Batch7,BR00121424,TARGET2
source_4,2021_06_21_Batch7,BR00124784,ORF
source_4,2021_06_21_Batch7,BR00124785,ORF
source_4,2021_06_21_Batch7,BR00125162,ORF
source_4,2021_06_21_Batch7,BR00125163,ORF
source_4,2021_06_21_Batch7,BR00125164,ORF
source_4,2021_06_21_Batch7,BR00125165,ORF
source_4,2021_06_21_Batch7,BR00125166,ORF
source_4,2021_06_21_Batch7,BR00125167,ORF
source_4,2021_06_21_Batch7,BR00125168,ORF
source_4,2021_06_21_Batch7,BR00125169,ORF
source_4,2021_06_21_Batch7,BR00125170,ORF
source_4,2021_06_21_Batch7,BR00125171,ORF
source_4,2021_06_21_Batch7,BR00125172,ORF
source_4,2021_06_21_Batch7,BR00125173,ORF
source_4,2021_06_21_Batch7,BR00125174,ORF
source_4,2021_06_21_Batch7,BR00125175,ORF
source_4,2021_06_21_Batch7,BR00125176,ORF
source_4,2021_06_21_Batch7,BR00125177,ORF
source_4,2021_06_21_Batch7,BR00125178,ORF
source_4,2021_06_21_Batch7,BR00125179,ORF
source_4,2021_06_21_Batch7,BR00125180,ORF
source_4,2021_07_12_Batch8,BR00121428,TARGET2
source_4,2021_07_12_Batch8,BR00123523,TARGET1
source_4,2021_07_12_Batch8,BR00123524,TARGET1
source_4,2021_07_12_Batch8,BR00124787,ORF
source_4,2021_07_12_Batch8,BR00124788,ORF
source_4,2021_07_12_Batch8,BR00125181,TARGET1
source_4,2021_07_12_Batch8,BR00125619,ORF
source_4,2021_07_12_Batch8,BR00125620,ORF
source_4,2021_07_12_Batch8,BR00125621,ORF
source_4,2021_07_12_Batch8,BR00125622,ORF
source_4,2021_07_12_Batch8,BR00125623,ORF
source_4,2021_07_12_Batch8,BR00125624,ORF
source_4,2021_07_12_Batch8,BR00125625,ORF
source_4,2021_07_12_Batch8,BR00125626,ORF
source_4,2021_07_12_Batch8,BR00125627,ORF
source_4,2021_07_12_Batch8,BR00125628,ORF
source_4,2021_07_12_Batch8,BR00125629,ORF
source_4,2021_07_12_Batch8,BR00125630,ORF
source_4,2021_07_12_Batch8,BR00125631,ORF
source_4,2021_07_12_Batch8,BR00125633,ORF
source_4,2021_07_12_Batch8,BR00125634,ORF
source_4,2021_07_12_Batch8,BR00125635,ORF
source_4,2021_07_12_Batch8,BR00125636,ORF
source_4,2021_07_12_Batch8,BR00125637,ORF
source_4,2021_07_12_Batch8,BR00125638,TARGET1
source_4,2021_07_26_Batch9,BR00121427,TARGET2
source_4,2021_07_26_Batch9,BR00124790,ORF
source_4,2021_07_26_Batch9,BR00124791,ORF
source_4,2021_07_26_Batch9,BR00126043,ORF
source_4,2021_07_26_Batch9,BR00126044,ORF
source_4,2021_07_26_Batch9,BR00126045,ORF
source_4,2021_07_26_Batch9,BR00126046,ORF
source_4,2021_07_26_Batch9,BR00126047,ORF
source_4,2021_07_26_Batch9,BR00126048,ORF
source_4,2021_07_26_Batch9,BR00126049,ORF
source_4,2021_07_26_Batch9,BR00126050,ORF
source_4,2021_07_26_Batch9,BR00126051,ORF
source_4,2021_07_26_Batch9,BR00126052,ORF
source_4,2021_07_26_Batch9,BR00126053,ORF
source_4,2021_07_26_Batch9,BR00126054,ORF
source_4,2021_07_26_Batch9,BR00126055,ORF
source_4,2021_07_26_Batch9,BR00126056,ORF
source_4,2021_07_26_Batch9,BR00126057,ORF
source_4,2021_07_26_Batch9,BR00126058,ORF
source_4,2021_07_26_Batch9,BR00126059,ORF
source_4,2021_07_26_Batch9,BR00126060,ORF
source_4,2021_07_26_Batch9,BR00126061,ORF
source_4,2021_08_02_Batch10,BR00121423,TARGET2
source_4,2021_08_02_Batch10,BR00124793,ORF
source_4,2021_08_02_Batch10,BR00124794,ORF
source_4,2021_08_02_Batch10,BR00126385,ORF
source_4,2021_08_02_Batch10,BR00126386,ORF
source_4,2021_08_02_Batch10,BR00126387,ORF
source_4,2021_08_02_Batch10,BR00126388,ORF
source_4,2021_08_02_Batch10,BR00126389,ORF
source_4,2021_08_02_Batch10,BR00126390,ORF
source_4,2021_08_02_Batch10,BR00126391,ORF
source_4,2021_08_02_Batch10,BR00126392,ORF
source_4,2021_08_02_Batch10,BR00126393,ORF
source_4,2021_08_02_Batch10,BR00126394,ORF
source_4,2021_08_02_Batch10,BR00126395,ORF
source_4,2021_08_02_Batch10,BR00126396,ORF
source_4,2021_08_02_Batch10,BR00126397,ORF
source_4,2021_08_02_Batch10,BR00126398,ORF
source_4,2021_08_02_Batch10,BR00126399,ORF
source_4,2021_08_02_Batch10,BR00126400,ORF
source_4,2021_08_02_Batch10,BR00126401,ORF
source_4,2021_08_02_Batch10,BR00126402,ORF
source_4,2021_08_02_Batch10,BR00126403,ORF
source_4,2021_08_09_Batch11,BR00121426,TARGET2
source_4,2021_08_09_Batch11,BR00126520,ORF
source_4,2021_08_09_Batch11,BR00126521,ORF
source_4,2021_08_09_Batch11,BR00126534,ORF
source_4,2021_08_09_Batch11,BR00126535,ORF
source_4,2021_08_09_Batch11,BR00126536,ORF
source_4,2021_08_09_Batch11,BR00126537,ORF
source_4,2021_08_09_Batch11,BR00126538,ORF
source_4,2021_08_09_Batch11,BR00126539,ORF
source_4,2021_08_09_Batch11,BR00126540,ORF
source_4,2021_08_09_Batch11,BR00126541,ORF
source_4,2021_08_09_Batch11,BR00126542,ORF
source_4,2021_08_09_Batch11,BR00126544,ORF
source_4,2021_08_09_Batch11,BR00126545,ORF
source_4,2021_08_09_Batch11,BR00126546,ORF
source_4,2021_08_09_Batch11,BR00126547,ORF
source_4,2021_08_09_Batch11,BR00126548,ORF
source_4,2021_08_09_Batch11,BR00126549,ORF
source_4,2021_08_09_Batch11,BR00126550,ORF
source_4,2021_08_09_Batch11,BR00126551,ORF
source_4,2021_08_09_Batch11,BR00126552,ORF
source_4,2021_08_09_Batch11,BR00126553,ORF
source_4,2021_08_23_Batch12,BR00126113,TARGET2
source_4,2021_08_23_Batch12,BR00126114,TARGET2
source_4,2021_08_23_Batch12,BR00126115,TARGET2
source_4,2021_08_23_Batch12,BR00126116,TARGET2
source_4,2021_08_23_Batch12,BR00126117,TARGET2
source_4,2021_08_23_Batch12,BR00126706,ORF
source_4,2021_08_23_Batch12,BR00126707,ORF
source_4,2021_08_23_Batch12,BR00126708,ORF
source_4,2021_08_23_Batch12,BR00126709,ORF
source_4,2021_08_23_Batch12,BR00126710,ORF
source_4,2021_08_23_Batch12,BR00126711,ORF
source_4,2021_08_23_Batch12,BR00126712,ORF
source_4,2021_08_23_Batch12,BR00126714,ORF
source_4,2021_08_23_Batch12,BR00126715,ORF
source_4,2021_08_23_Batch12,BR00126716,ORF
source_4,2021_08_23_Batch12,BR00126717,ORF
source_4,2021_08_23_Batch12,BR00126718,ORF
source_4,2021_08_30_Batch13,BR00123533,ORF
source_4,2021_08_30_Batch13,BR00123534,ORF
source_4,2021_08_30_Batch13,BR00123535,ORF
source_4,2021_08_30_Batch13,BR00123536,ORF
source_4,2021_08_30_Batch13,BR00123537,ORF
source_4,2021_08_30_Batch13,BR00123538,ORF
source_4,2021_08_30_Batch13,BR00123539,ORF
source_4,2021_08_30_Batch13,BR00124781,ORF
source_4,2021_08_30_Batch13,BR00124782,ORF
source_4,2021_08_30_Batch13,BR00126062,ORF
source_4,2021_08_30_Batch13,BR00126404,ORF
source_4,2021_08_30_Batch13,BR00126543,ORF
source_4,2021_08_30_Batch13,BR00127145,TARGET2
source_4,2021_08_30_Batch13,BR00127146,TARGET2
source_4,2021_08_30_Batch13,BR00127147,TARGET2
source_4,2021_08_30_Batch13,BR00127148,TARGET2
source_4,2021_08_30_Batch13,BR00127149,TARGET2
source_5,JUMPCPE-20210623-Run01_20210624_003152,ADMJUM001,DMSO
source_5,JUMPCPE-20210623-Run01_20210624_003152,APTJUM105,COMPOUND
source_5,JUMPCPE-20210623-Run01_20210624_003152,APTJUM106,COMPOUND
source_5,JUMPCPE-20210623-Run01_20210624_003152,APTJUM107,COMPOUND
source_5,JUMPCPE-20210623-Run01_20210624_003152,APTJUM108,COMPOUND
source_5,JUMPCPE-20210623-Run02_20210624_225846,ACPJUM012,TARGET2
source_5,JUMPCPE-20210623-Run02_20210624_225846,APTJUM109,COMPOUND
source_5,JUMPCPE-20210623-Run02_20210624_225846,APTJUM110,COMPOUND
source_5,JUMPCPE-20210623-Run02_20210624_225846,APTJUM112,COMPOUND
source_5,JUMPCPE-20210628-Run02_20210628_170203,APTJUM114,COMPOUND
source_5,JUMPCPE-20210628-Run02_20210628_170203,APTJUM115,COMPOUND
source_5,JUMPCPE-20210628-Run02_20210628_170203,APTJUM116,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,ADMJUM003,DMSO
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM117,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM118,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM120,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM121,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM122,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM123,COMPOUND
source_5,JUMPCPE-20210628-Run03_20210629_064133,APTJUM124,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,ADMJUM004,DMSO
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM125,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM126,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM128,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM129,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM131,COMPOUND
source_5,JUMPCPE-20210702-Run04_20210703_060202,APTJUM132,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ADMJUM005,DMSO
source_5,JUMPCPE-20210704-Run05_20210705_025956,APTJUM133,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM202,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM203,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM204,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM205,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM206,COMPOUND
source_5,JUMPCPE-20210704-Run05_20210705_025956,ATTJUM207,COMPOUND
source_5,JUMPCPE-20210706-Run06_20210706_235916,ACPJUM032,TARGET2
source_5,JUMPCPE-20210706-Run06_20210706_235916,ADMJUM006,DMSO
source_5,JUMPCPE-20210706-Run06_20210706_235916,APTJUM208,COMPOUND
